dia	mes	personaje	texto
20	10	293	1850/10/20. Alice Blanche Balfour naturalista jaio zen. Entomologiaren alorrean jardun zuen, eta genetikan aitzindaria izan zen. Zebren marretako patroia nola heredatzen den aztertu zuen.
21	10	294	1879/10/21. Thomas Edisonek bonbila elektrikoa aurkeztu zuen.
22	10	295	1949/10/22. Rafael Matesanz medikua jaio zen. 1989an Organización Nacional de Trasplantes (ONT) erakundea sortu zuen, eta, bertan ezarritako protokoloei esker, Espainia liderra da munduan transplanteen alorrean.
23	10	296	1887/10/23. Espainiako Armada Peral urpekaria eraikitzen hasi zen. Propultsio elektriko bidezko torpedo-urpekari hori historiako lehen urpekari militarra izan zen.
24	10	297	1924/10/24. Evangelina Villegas biokimikaria eta zerealetan aditua jaio zen. Surinder K. Vasal lankidearekin batera, kalitate handiko arto-proteina garatu zuen, eta horregatik, Elikagaien Mundu Saria lortu zuten.
25	10	298	1906/10/25. Santiago Ramón y Cajali jakinarazi zioten Medikuntzaren Nobel Saria irabazia zuela. Itxura denez, "ikasleen txantxa" baten aurrean zegoela esan zuen, hasiera batean. Hurrengo egunean egunkarietan irakurri zuen.
26	10	299	1878/10/26. Sixto Cámara Tecedor matematikaria jaio zen. Asociación Española para el Progreso de las Ciencias, Sociedad Matemática Española eta Laboratorio y Seminario Matemático de la Junta para la Ampliación de Estudios erakundeen kofundatzailea izan zen.
27	10	300	1904/10/27. Philip Downingek, oraindik erabiltzen dugun posta-kutxa asmatu zuen.
28	10	301	1848/10/28. Iberiar penintsulako lehen trenbidea inauguratu zen. Bartzelona eta Mataró lotzen zituen, eta, eraikuntza-lanetarako, Espainiako lehen trenbide-tunela zulatu behar izan zuten.
29	10	302	1969/10/29. Kaliforniako unibertsitate desberdinetako bi ordenagailuk elkarrekin konektatzea eta ARPANET protokolo berriaren bitartez mezu bat bidaltzea lortu zuten. Sare hori Interneten aitzindaria izan zen.
30	10	303	1900/10/30. Ragnar Granit zientzialaria jaio zen. Nobel Saria irabazi zuen begiko prozesu fisiologiko eta kimikoak aurkitzeagatik.
31	10	304	1798/10/31. John Daltonek diskromatopsia aurkitu zuen. Ikusmenaren gaixotasun horri daltonismoa esaten zaio normalean.
1	11	305	1952/11/1. 100 atomo-zenbakia daraman elementu kimikoa lehen aldiz isolatu zen. Fermio izena jarri zioten, Enrico Fermi fisikariaren omenez.
2	11	306	1919/11/2. Marie Morisawa jaio zen, ingurumen-geomorfologiaren fundatzaileetako bat. Geomorfologiak geografia eta geologia uztartzen ditu, lurreko azalaren formak aztertzeko eta gaur egun nola osatzen eta portatzen diren ulertzeko.
3	11	307	1957/11/3. Laikak espaziora bidaia egin zuen, Sputnik 2 ontzian. Hala, hegaldi espazial bat egin zuen lehen animalia izan zen.
4	11	308	2008/11/4. IGMEko ikerketa-talde batek El Soplaoko Kretazeoko anbar-hobiaren berri eman zuen. Aparteko tamaina eta aberastasuna dauzka, eta bertako anbar moreak sekulako luminiszentzia dauka, munduan parerik ez duena.
5	11	309	1794/11/5. Elizabeth Fulhame kimikariak "Errekuntzari buruzko saiakera bat" argitaratu zuen. Lehen katalisi-adibidea deskribatu zuen bertan.
6	11	310	1935/11/6. Edwin Armstrong ingeniariak "Irratiko eragozpenak murrizteko metodo bat, frekuentzia bidezko modulazio-sistema baten bidezkoa" izeneko azterlana aurkeztu zuen. Horrela FM irratia sortu zen: frekuentzia modulatua.
7	11	311	1867/11/7. Marie Curie kimikari eta fisikaria jaio zen. Erradioaktibitatea terminoa sortu zuen, eta espezialitate desberdinetan (Fisika eta Kimika) bi Nobel Sari jaso zituen lehen pertsona izan zen.
8	11	312	1878/11/8. Dorothea Bate paleontologo eta zoologoa jaio zen. Zooarkeologian aitzindaria izan zen, eta, Dorothy Garrodekin batera, deskribatu gabe zeuden hainbat espezieren hondar fosilak aurkitu zituen.
9	11	313	1795/11/9. James Barry zirujaua jaio zen. Armada britainiarreko medikua izan zen, eta zauritutako soldaduen baldintzak hobetzeko lan egin zuen. Afrikan egiaztatutako lehen zesarea arrakastatsua gauzatu zuen.
10	11	314	1983/11/10. Fred Cohen doktorego-ikasleak programa informatiko bat sortu zuen, berez instalatzeko, erreplikatzeko eta beste makina batzuetara hedatzeko gai dena. Horrela, lehen birus informatikoa sortu zen.
11	11	315	1930/11/11. Mildred Dresselhaus fisikaria jaio zen. Ikatzaren zientziako erregina deitzen diote grafitoaren gaineko lan bikainak egin dituelako.
12	11	316	1919/11/12. Grete Kellenberger-Gujer biologo molekularra jaio zen. Ospea lortu du birkonbinazio genetikoaren eta DNAren murrizketaren gainean egin dituen aurkikuntzengatik.
13	11	317	2013/11/13. NASAk bideo bat aurkeztu zuen, orain 4.000 milioi urte Marte, zeru urdinekin eta urarekin, nola izan zitekeen erakusteko.
14	11	318	1863/11/14. Leo Baekeland kimikaria jaio zen. Bakelita asmatu zuen, lehen plastiko sintetikoa. Oso ezaguna egin zen merkea eta moldaerraza zelako.
15	11	319	1873/11/15. Sara Josephine Baker medikua jaio zen. Haurren heriotza-tasa murrizteko ekarpen garrantzitsuak egin zituen.
16	11	320	1940/11/16. María Josefa Yzuel Giménez fisikaria jaio zen. Optikaren alorreko ikerlanak egin ditu, eta hainbat sari jaso ditu estatuan eta nazioartean.
17	11	321	2015/11/17. Guztira 195 estatuk berretsi zuten UNESCOren Mundu Geoparkeen sorkuntza. Leku horietako ondare geologikoak garrantzia du nazioartean, eta, horregatik, bertan bizi diren komunitateen garapen jasangarria sustatzeko erabiltzen dira.
18	11	322	2010/11/18. ASURrek Eskola Egutegi Zientifikoaren lehen edizioa kaleratu zuen, Errumanian.
19	11	323	2006/11/19. Japoniako Nintendo bideojoko-konpainiak Wii kontsola merkaturatu zuen.
20	11	324	1985/11/20. Leonard Lee Bailey zirujauak haur jaio berri bati lehen bihotz-transplante arrakastatsua egin zion.
21	11	325	2013/11/21. Hego Poloko IceCube behatokiak energia handiko neutrinoak detektatu zituen, jatorri estralurtarrekoak. Gure eguzki-sistemaren kanpotik datoz.
22	11	326	2013/11/22. Bönneko Unibertsitateko ikerketa-talde batek jatorri neandertaleko gene bat aurkitu zuen gaur egungo pertsonengan. Immunitatearen genea da, giza gorputz barrura sartzen diren arrotz arriskutsuak ezagutzeko eta erantzun immune bat emanez haien aurrean defendatzeko aukera ematen duena.
23	11	327	2002/11/23. Ángel Martín Municio biokimikaria hil zen, Biologia Molekularreko Europako Erakundeko lehen kide espainiarra. Zientzia Zehatzen, Fisikoen eta Naturalen Errege Akademiako presidentea izan zen, 17 urtez.
24	11	328	2021/11/24. Eboluzioaren eguna. 1859an Charles Darwinen "Espezieen jatorria" liburua argitaratu izana ospatzen da.
25	11	329	1884/11/25. Esne lurrundua sortzeko metodo bat patentatu zen, esnea luzaroago kontserbatzeko aproposa. Egun berean makina bat patentatu zen, esne hori kontserbatzeko erabilitako latak esterilizatzearren.
26	11	330	1857/11/26. Ferdinand de Saussure hizkuntzalaria jaio zen. Hizkuntzalaritza zientifikoaren aitzindaria da.
27	11	331	1895/11/27. Alfred Nobelek bere testamentua sinatu zuen. Testamentu horretan ezarri zuen funts bat sortu beharra zegoela urtean bost sari emateko: Nobel Sariak.
28	11	332	1920/11/28. Sagrario Ramírez Gallardo kimikaria jaio zen. Gasolina solidoa asmatu eta patentatu zuen.
29	11	333	1926/11/29. Dilhan Eryurt astronomoa jaio zen. Haren lanari esker, NASAk funtsezko informazioa eskuratu zuen, eguzkiak ilargiaren ingurunean eragindako inpaktua modelatzeko. Sari bat eman zioten Apolo 11 ilargiratzean egin zuen ekarpenarengatik.
30	11	334	1720/11/30. María Andresa Casamayor y de la Coma matematikari eta idazlea jaio zen. "Tirocinio Arithmetico" idatzi zuen, matematika eguneroko bizitzatik eta eguneroko bizitzarako irakasteko lana. Casandro Mamés de La Marca y Araioa gizonezko ezizenarekin argitaratu zuen liburu hori, bere izeneko letrak beste ordena batean erabiliz.
1	12	335	1913/12/1. Mary Ainsworth psikologoa jaio zen. John Bowlbyrekin batera, atxikimenduaren teoria garatu zuen.
2	12	336	1942/12/2. Enrico Fermik Chicago Pile-1 jarri zuen martxan, munduko lehen erreaktore nuklear artifiziala. Uraniozko pila bat eta grafitozko blokeak erabili zituzten erreaktorea osatzeko.
3	12	337	1842/12/3. Ellen Swallow Richards kimikari eta ekologoa jaio zen. Ingurumen-higienearen fundatzaileetako bat izan zen, ekologia modernoaren aurreko fase batean.
4	12	338	1844/12/4. Augusto Arcimís jaio zen. Espainiako lehen meteorologo profesionala eta Institutu Zentral Meteorologikoko (gaur egun, Meteorologiako Estatu Agentzia) lehen zuzendaria izan zen.
5	12	339	1854/12/5. Aaron H. Allenek eserleku eraisgarriko besaulkia patentatu zuen. Gaur egun, besaulki mota hori munduko ia antzoki eta auditorium guztietan erabiltzen da.
6	12	340	1888/12/6. Libbie Henrietta Hyman zoologoa jaio zen. "Ornogabeak" idatzi zuen, sei liburukiko lana, oraindik ere erreferentziazkoa dena.
7	12	341	1949/12/7. Ángela Ruiz Roblesek Entziklopedia Mekanikoa patentatu zuen. Asmakizun hori liburu elektronikoaren aitzindaritzat jotzen da. Aniztasunaren arretarako ikuspegi sendo bat biltzen zuen, integratzeko arazoak zeuzkaten ikasleei audio eta lupak eskuratzeko aukera emanez.
8	12	342	2013/12/8. Lyongo Unibertsitatean, harkaitzetatik eta uretik hidrogenoa ateratzeko metodo berri bat aurkeztu zuten. Teknika hori, energia berdeko iturri berri bat izan liteke.
9	12	343	1979/12/9. Lehen aldiz, gaixotasun bat desagerrarazi zen. Baztanga izan zen, eta txertaketari esker lortu zen.
10	12	344	1823/12/10. Mary Anning paleontologoak plesiosaurio baten lehen eskeleto osoa aurkitu zuen. Itsas narrasti handi hori Jurasikoaren hasieran bizi izan zen.
11	12	345	1863/12/11. Annie Jump Cannon astronomoa jaio zen. 300 izar aldakor aurkitu zituen, eta bere katalogazio-lana funtsezkoa izan zen gaur egun dugun izar-sailkapena lortzeko.
12	12	346	1901/12/12. Guglielmo Marconik lehen irrati-komunikazio transatlantikoa gauzatu zuen, Erresuma Batuko Cornuallesetik Kanadako Ternuara bitarte.
13	12	347	1816/12/13. Werner von Siemens asmatzailea jaio zen. Ingeniaritza elektrikoaren aitetako bat dela esaten da, eta haren abizena, sortu zuen enpresari lotuta geratu da betiko: Siemens.
14	12	348	1911/12/14. Roald Amundsenek zuzendutako norvegiar espedizioa Hego Polora iritsi zen. Bertan denda bat utzi zuten, eta, dendaren barruan, gutun bat, lorpenaren testigantza uzteko, litekeena zelako taldeak onik itzultzeko aukerarik ez izatea.
15	12	349	2010/12/15. Malaspina Zirkumnabigazio Espedizioa abiatu zen. Hespérides eta Sarmiento de Gamboa (CSIC) ontziek munduari bira eman zioten, ikerketa zientifikoak egiteko, ikertzaile gazteak trebatzeko eta itsas zientziak sustatzeko. XVIII. mendean Alejandro Malaspinak zuzendu zuen espedizioaren omenez jarri zioten izen hori.
16	12	350	1954/12/16. Tracy Hallek lehen diamante sintetikoak sortu zituen General Electrics-en laborategietan.
17	12	351	2014/12/17. IGMEko eta Bartzelonako eta Harvardeko Unibertsitateetako azterlan batek, Araban "lurreko ganbak" zeudela frogatu zuen. Krustazeo horiek orain 105 milioi urte bizi izan ziren, eta anbarrean kontserbatu ziren.
18	12	352	2019/12/18. Martsupialengan parasito espezie berri bat deskribatu zen. Theileria lupei du izena, eta Guadalupe Miró albaitaria omendu nahi du parasitologiari egindako ekarpenarengatik.
19	12	353	2016/12/19. Nature aldizkariaren ustetan, Alexandra Elbakyan zientziaren urteko hamar pertsona garrantzitsuenetako bat izan zen. Alexandrak Sci-Hub sortu zuen, milioika zientzia-artikulutan doan sartzeko bidea ematen duen webgunea.
20	12	354	1852/12/20. Kitasato Shibasaburō bakteriologoa jaio zen. Izurri bubonikoa eragiten duen bakterioaren koaurkitzailea izan zen, eta tetanoserako, difteriarako eta antraxerako tratamenduak garatu zituen. Horrez gain, laborategiko tresna bati izena eman zion: kitasato matrazea.
21	12	355	1773/12/21. Robert Brown botanikaria jaio zen. Likidoetan esekitako partikula txiki-txikiak mugitu egiten direla aurkitu zuen. Brownen mugimendua esaten zaio horri.
22	12	356	1882/12/22. Edward Hibberd Johnson, munduan Gabonetako zuhaitza argi elektrikoekin apaindu zuen lehen pertsona izan zen. Garai hartan kandelak erabiltzeko ohitura zuten, eta horren ondorioz sute ugari izaten ziren.
23	12	357	1947/12/23. Walter Brattain eta John Bardeen fisikariek lehen transistorea garatu zuten. Gailu hori, aparatu elektroniko gehienen funtzionamenduaren oinarria da.
24	12	358	1913/12/24. Miriam Michael Stimson kimikaria jaio zen. Potasio-bromurozko diskoaren teknika garatu zuen. Laginak prestatzeko metodo horrek analisia hobetzen du espektroskopia infragorriaren bitartez.
25	12	359	1901/12/25. Richard Shope jaio zen, animalien patologian espezialista eta influenzabirus bat lehen aldiz isolatu zuena. Birus horiek gripea eragiten dute hegazti eta ugaztunengan, gizakiak barne.
26	12	360	1780/12/26. Mary Fairfax Greig Somerville matematikari eta astronomoa jaio zen. Uranoren orbita aldarazten zuen planeta bat zegoela proposatu zuen. Ondoren, planeta hori Neptuno zela frogatu zen.
27	12	361	1822/12/27. Louis Pasteur kimikari eta mikrobiologoa jaio zen. Hartziduraren atzean mikroorganismoak zeudela frogatu zuen, eta pasteurizazioa asmatu zuen. Metodo horrek ahalbidetzen du mikrobioak likidoetan kontrolatzea, esnean adibidez.
28	12	362	1956/12/28. Teresa Rodrigo Anoro fisikaria jaio zen. Zeresan handia izan zuen Higgs bosoiaren aurkikuntzan, 2012. urtean. Kantabriako Fisika Institutuko zuzendaria izan zen, eta CERNeko Politika Zientifikoko Batzordeko kidea izan zen.
29	12	363	1800/12/29. Charles Goodyear asmatzailea jaio zen. Kautxua bulkanizatzeko prozesua aurkitu zuen, pneumatikoak egiteko baliagarria.
30	12	364	1930/12/30. Youyou Tu kimikari eta farmazialaria jaio zen. Nobel Saria jaso zuen malariaren aurkako terapia berri bat aurkitzeagatik.
31	12	365	2019/12/31. OMEren Txinako bulegoak abisu bat jaso zuen, Wuhan hirian jatorri ezezaguneko zenbait pneumonia-kasu zeudela zioena. Geroago, gaixotasunaren eragilea SARS-CoV-2 koronabirusa zela zehaztu zuten
			
			
			
			
			
			
			
			
			
			
			
			Abendua.
